Date,Open,High,Low,Close,Adj Close,Volume
2015-04-27,132.309998,133.130005,131.149994,132.649994,128.329178,96954207
2015-04-28,134.455002,134.539993,129.570007,130.559998,126.307198,118923970
2015-04-29,130.160004,131.589996,128.300003,128.639999,124.449799,63386083
2015-04-30,127.500000,127.879997,124.580002,125.150002,121.073441,83195423
2015-05-01,126.099998,130.130005,125.300003,128.949997,124.749695,58512638
2015-05-04,129.500000,130.570007,128.259995,128.699997,124.507828,50988278
2015-05-05,128.149994,128.449799,125.779999,125.800003,121.702301,49271416
2015-05-06,126.559998,126.750000,123.360001,125.010002,120.938019,72141010
2015-05-07,124.769997,126.080002,124.019997,125.260002,121.306023,43940895
2015-05-08,126.680000,127.620003,126.110001,127.620003,123.591537,55550382
2015-05-11,127.389999,127.559998,125.625000,126.320000,122.332565,42035757
2015-05-12,125.599998,126.879997,124.820000,125.864998,121.891914,48160032
2015-05-13,126.150002,127.190002,125.870003,126.010002,122.032341,34694235
2015-05-14,127.410004,128.949997,127.160004,128.949997,124.879555,45203456
2015-05-15,129.070007,129.490005,128.210007,128.770004,124.705238,38208034
2015-05-18,128.380005,130.720001,128.360001,130.190002,126.080391,50882918
2015-05-19,130.690002,130.880005,129.639999,130.070007,125.964226,44633240
2015-05-20,130.000000,130.979996,129.339996,130.059998,125.954529,36454932
2015-05-21,130.070007,131.630005,129.830002,131.389999,127.242531,39730364
2015-05-22,131.600006,132.970001,131.399994,132.539993,128.356216,45595972
2015-05-26,132.600006,132.910004,129.119995,129.619995,125.528397,70697560
2015-05-27,130.339996,132.259995,130.050003,132.044998,127.876839,45833246
2015-05-28,131.860001,131.949997,131.100006,131.779999,127.620216,30733309
2015-05-29,131.229996,131.449997,129.899994,130.279999,126.167564,50884452
2015-06-01,131.199997,131.389999,130.050003,130.535004,126.414536,32112797
2015-06-02,129.860001,130.654999,129.320007,129.960007,125.857658,33667627
2015-06-03,130.660004,130.940002,129.899994,130.119995,126.012619,30983542
2015-06-04,129.580002,130.580002,128.910004,129.360001,125.276588,38450118
2015-06-05,129.500000,129.690002,128.360001,128.649994,124.589020,35626800
2015-06-08,128.899994,129.210007,126.830002,127.800003,123.765884,52674786
2015-06-09,126.699997,128.080002,125.620003,127.419998,123.397835,56075420
2015-06-10,127.919998,129.339996,127.849998,128.880005,124.811760,39087250
2015-06-11,129.179993,130.179993,128.475006,128.589996,124.530937,35390887
2015-06-12,128.184998,128.330002,127.110001,127.169998,123.155739,36886246
2015-06-15,126.099998,127.239998,125.709999,126.919998,122.913620,43988946
2015-06-16,127.029999,127.849998,126.370003,127.599998,123.572151,31494131
2015-06-17,127.720001,127.879997,126.739998,127.300003,123.281639,32918071
2015-06-18,127.230003,128.309998,127.220001,127.879997,123.843323,35407220
2015-06-19,127.709999,127.820000,126.400002,126.599998,122.603737,54716887
2015-06-22,127.489998,128.059998,127.080002,127.610001,123.581856,34039345
2015-06-23,127.480003,127.610001,126.879204,127.029999,123.020142,30268863
2015-06-24,127.209999,129.800003,127.120003,128.110001,124.066063,55280855
2015-06-25,128.860001,129.199997,127.500000,127.500000,123.475311,31938100
2015-06-26,127.669998,127.989998,126.510002,126.750000,122.748993,44066841
2015-06-29,125.459999,126.470001,124.480003,124.529999,120.599075,49161427
2015-06-30,125.570000,126.120003,124.860001,125.425003,121.465828,44370682
2015-07-01,126.900002,126.940002,125.989998,126.599998,122.603737,30238811
2015-07-02,126.430000,126.690002,125.769997,126.440002,122.448792,27210952
2015-07-06,124.940002,126.230003,124.849998,126.000000,122.022690,28060431
2015-07-07,125.889999,126.150002,123.769997,125.690002,121.722481,46946811
2015-07-08,124.480003,124.639999,122.540001,122.570000,118.700943,60761614
2015-07-09,123.849998,124.059998,119.220001,120.070000,116.279869,78595038
2015-07-10,121.940002,123.849998,121.209999,123.279999,119.388535,61354474
2015-07-13,125.029999,125.754997,124.320000,125.660004,121.693398,41440538
2015-07-14,126.040001,126.370003,125.040001,125.610001,121.645004,31768139
2015-07-15,125.720001,127.150002,125.580002,126.820000,122.816772,33649200
2015-07-16,127.739998,128.570007,127.349998,128.509995,124.453415,36222447
2015-07-17,129.080002,129.619995,128.309998,129.619995,125.528397,46164710
2015-07-20,130.970001,132.970001,130.699997,132.070007,127.901093,58900203
2015-07-21,132.850006,132.919998,130.320007,130.750000,126.622749,76756427
2015-07-22,121.989998,125.500000,121.989998,125.220001,121.267281,115450607
2015-07-23,126.199997,127.089996,125.059998,125.160004,121.209213,50999452
2015-07-24,125.320000,125.739998,123.900002,124.500000,120.570007,42162332
2015-07-27,123.089996,123.610001,122.120003,122.769997,118.894623,44455540
2015-07-28,123.379997,123.910004,122.550003,123.379997,119.485367,33618097
2015-07-29,123.150002,123.500000,122.269997,122.989998,119.107681,37011653
2015-07-30,122.320000,122.569901,121.709999,122.370003,118.507248,33628268
2015-07-31,122.599998,122.642502,120.910004,121.300003,117.471039,42884953
2015-08-03,121.500000,122.570000,117.519997,118.440002,114.701309,69975968
2015-08-04,117.419998,117.699997,113.250000,114.639999,111.021248,124138623
2015-08-05,112.949997,117.440002,112.099998,115.400002,111.757271,99312613
2015-08-06,115.970001,116.500000,114.114998,115.129997,111.621536,52903040
2015-08-07,114.580002,116.250000,114.500000,115.519997,111.999657,38670405
2015-08-10,116.529999,119.989998,116.529999,119.720001,116.071655,54951597
2015-08-11,117.809998,118.180000,113.330002,113.489998,110.031517,97082814
2015-08-12,112.529999,115.419998,109.629997,115.239998,111.728172,101685610
2015-08-13,116.040001,116.400002,114.540001,115.150002,111.640915,48535789
2015-08-14,114.320000,116.309998,114.010002,115.959999,112.426231,42929516
2015-08-17,116.040001,117.650002,115.500000,117.160004,113.589691,40884745
2015-08-18,116.430000,117.440002,116.010002,116.500000,112.949791,34560708
2015-08-19,116.099998,116.519997,114.680000,115.010002,111.505196,48286510
2015-08-20,114.080002,114.349998,111.629997,112.650002,109.217133,68501622
2015-08-21,110.430000,111.900002,105.644997,105.760002,102.537071,128275471
2015-08-24,94.870003,108.800003,92.000000,103.120003,99.977524,162206292
2015-08-25,111.110001,111.110001,103.500000,103.739998,100.578636,103601599
2015-08-26,107.084999,109.889999,105.050003,109.690002,106.347343,96774611
2015-08-27,112.230003,113.239998,110.019997,112.919998,109.478867,84616056
2015-08-28,112.169998,113.309998,111.540001,113.290001,109.837593,53164407
2015-08-31,112.029999,114.529999,112.000000,112.760002,109.323753,56229271
2015-09-01,110.150002,111.879997,107.360001,107.720001,104.437340,76845860
2015-09-02,110.230003,112.339996,109.130997,112.339996,108.916557,61888812
2015-09-03,112.489998,112.779999,110.040001,110.370003,107.006569,53233940
2015-09-04,108.970001,110.449997,108.510002,109.269997,105.940109,49996311
2015-09-08,111.650002,112.559998,110.320000,112.309998,108.887466,54843626
2015-09-09,113.760002,114.019997,109.769997,110.150002,106.793304,85010804
2015-09-10,110.269997,113.282501,109.900002,112.570000,109.139565,62892831
2015-09-11,111.790001,114.209999,111.760002,114.209999,110.729591,49915473
2015-09-14,116.580002,116.889999,114.860001,115.309998,111.796059,58363431
2015-09-15,115.930000,116.529999,114.419998,116.279999,112.736465,43341155
2015-09-16,116.250000,116.540001,115.440002,116.410004,112.862526,37173489
2015-09-17,115.660004,116.489998,113.714996,113.919998,110.448418,64112641
2015-09-18,112.209999,114.300003,111.870003,113.449997,109.992737,74285291
2015-09-21,113.669998,115.370003,113.660004,115.209999,111.699097,50221965
2015-09-22,113.379997,114.180000,112.520103,113.400002,109.944252,50346159
2015-09-23,113.629997,114.720001,113.300003,114.320000,110.836235,35756716
2015-09-24,113.250000,115.500000,112.370003,115.000000,111.495514,50219475
2015-09-25,116.440002,116.690002,114.019997,114.709999,111.214340,56151926
2015-09-28,113.849998,114.570000,112.440002,112.440002,109.013512,52109011
2015-09-29,112.830002,113.510002,107.860001,109.059998,105.736504,73365384
2015-09-30,110.169998,111.540001,108.730003,110.300003,106.938736,66473033
2015-10-01,109.070000,109.620003,107.309998,109.580002,106.240662,63929100
2015-10-02,108.010002,111.013603,107.550003,110.379997,107.016296,58019758
2015-10-05,109.879997,111.369797,109.070000,110.779999,107.404099,52064743
2015-10-06,110.629997,111.739998,109.764999,111.309998,107.917953,48856977
2015-10-07,111.739998,111.769997,109.410004,110.779999,107.404099,46765550
2015-10-08,110.190002,110.190002,108.209999,109.500000,106.163109,61979577
2015-10-09,110.000000,112.279999,109.489998,112.120003,108.703262,52766140
2015-10-12,112.730003,112.750000,111.440002,111.599998,108.199127,30467204
2015-10-13,110.820000,112.449997,110.680000,111.790001,108.383301,33049256
2015-10-14,111.290001,111.519997,109.559998,110.209999,106.851471,44462449
2015-10-15,110.930000,112.099998,110.489998,111.860001,108.451195,37673452
2015-10-16,111.779999,112.000000,110.529999,111.040001,107.656166,39232609
2015-10-19,110.800003,111.750000,110.110001,111.730003,108.325150,29759153
2015-10-20,111.339996,114.169998,110.820000,113.769997,110.302979,48967763
2015-10-21,114.000000,115.580002,113.699997,113.760002,110.293282,42326974
2015-10-22,114.330002,115.500000,114.099998,115.500000,111.980278,41654089
2015-10-23,116.699997,119.227997,116.330002,119.080002,115.451195,59366914
2015-10-26,118.080002,118.129997,114.919998,115.279999,111.766968,66333781
2015-10-27,115.400002,116.540001,113.989998,114.550003,111.059219,69884400
2015-10-28,116.930000,119.300003,116.059998,119.269997,115.635368,85551352
2015-10-29,118.699997,120.690002,118.269997,120.529999,116.856987,51227334
2015-10-30,120.989998,121.220001,119.449997,119.500000,115.858368,49365254
2015-11-02,119.870003,121.360001,119.610001,121.180000,117.487175,32203267
2015-11-03,120.790001,123.489998,120.699997,122.570000,118.834816,45518976
2015-11-04,123.129997,123.820000,121.620003,122.000000,118.282204,44886050
2015-11-05,121.849998,122.690002,120.180000,120.919998,117.360138,39552680
2015-11-06,121.110001,121.809998,120.620003,121.059998,117.496033,33042283
2015-11-09,120.959999,121.809998,120.050003,120.570000,117.020432,33871405
2015-11-10,116.900002,118.070000,116.060997,116.769997,113.332329,59127931
2015-11-11,116.370003,117.419998,115.209999,116.110001,112.691750,45217971
2015-11-12,116.260002,116.820000,115.650002,115.720001,112.313240,32525579
2015-11-13,115.199997,115.570000,112.269997,112.339996,109.032745,45812403
2015-11-16,111.379997,114.239998,111.000000,114.175003,110.813713,38106701
2015-11-17,114.919998,115.050003,113.320000,113.690002,110.343010,27616939
2015-11-18,115.760002,117.489998,115.500000,117.290001,113.837029,46674697
2015-11-19,117.639999,119.750000,116.760002,118.779999,115.283142,43295820
2015-11-20,119.199997,119.919998,118.849998,119.300003,115.787849,34287096
2015-11-23,119.269997,119.730003,117.339996,117.750000,114.283478,32482528
2015-11-24,117.330002,119.349998,117.120003,118.879997,115.380211,42803172
2015-11-25,119.209999,119.230003,117.919998,118.029999,114.555222,21388308
2015-11-27,118.290001,118.410004,117.599998,117.809998,114.341713,13046445
2015-11-30,117.989998,119.410004,117.750000,118.300003,114.817268,39180322
2015-12-01,118.750000,118.809998,116.860001,117.339996,113.885544,34852374
2015-12-02,117.050003,118.110001,116.080002,116.279999,112.856735,33386563
2015-12-03,116.550003,116.790001,114.220001,115.199997,111.808533,41569509
2015-12-04,115.290001,119.250000,115.110001,119.029999,115.525787,57776977
2015-12-07,118.980003,119.860001,117.809998,118.279999,114.797859,32084249
2015-12-08,117.519997,118.599998,116.860001,118.230003,114.749336,34309450
2015-12-09,117.639999,117.690002,115.080002,115.620003,112.216171,46361357
2015-12-10,116.040001,116.940002,115.510002,116.169998,112.749992,29212727
2015-12-11,115.190002,115.389999,112.850998,113.180000,109.848007,46886161
2015-12-14,112.180000,112.680000,109.790001,112.480003,109.168617,65003609
2015-12-15,111.940002,112.800003,110.349998,110.489998,107.237198,53323105
2015-12-16,111.070000,111.989998,108.800003,111.339996,108.062187,56238467
2015-12-17,112.019997,112.250000,108.980003,108.980003,105.771660,44772827
2015-12-18,108.910004,109.519997,105.809998,106.029999,102.908501,96453327
2015-12-21,107.279999,107.370003,105.570000,107.330002,104.170242,47590610
2015-12-22,107.400002,107.720001,106.450996,107.230003,104.073181,32789367
2015-12-23,107.269997,108.849998,107.199997,108.610001,105.412552,32657354
2015-12-24,109.000000,109.000000,107.949997,108.029999,104.849625,13596680
2015-12-28,107.589996,107.690002,106.180702,106.820000,103.675240,26704210
2015-12-29,106.959999,109.430000,106.860001,108.739998,105.538719,30931243
2015-12-30,108.580002,108.699997,107.180000,107.320000,104.160522,25213777
2015-12-31,107.010002,107.029999,104.820000,105.260002,102.161186,40912316
2016-01-04,102.610001,105.367996,102.000000,105.349998,102.248512,67649387
2016-01-05,105.750000,105.849998,102.410004,102.709999,99.686256,55790992
2016-01-06,100.559998,102.370003,99.870003,100.699997,97.735428,68457388
2016-01-07,98.680000,100.129997,96.430000,96.449997,93.610519,81094428
2016-01-08,98.550003,99.110001,96.760002,96.959999,94.105522,70798016
2016-01-11,98.970001,99.059998,97.339996,98.529999,95.629303,49739377
2016-01-12,100.550003,100.690002,98.839897,99.959999,97.017212,49154227
2016-01-13,100.320000,101.190002,97.300003,97.389999,94.522850,62439631
2016-01-14,97.959999,100.480003,95.739998,99.519997,96.590126,63170127
2016-01-15,96.199997,97.709999,95.360001,97.129997,94.270493,79833891
2016-01-19,98.410004,98.650002,95.500000,96.660004,93.814362,53087747
2016-01-20,95.099998,98.189697,93.419998,96.790001,93.940529,72334416
2016-01-21,97.059998,97.879997,94.940002,96.300003,93.464935,52161463
2016-01-22,98.629997,101.459999,98.370003,101.419998,98.434242,65800467
2016-01-25,101.519997,101.529999,99.209999,99.440002,96.512512,51794525
2016-01-26,99.930000,100.879997,98.070000,99.989998,97.046310,75077002
2016-01-27,96.040001,96.628899,93.339996,93.419998,90.669739,133369674
2016-01-28,93.790001,94.519997,92.389999,94.089996,91.320007,55678825
2016-01-29,94.790001,97.339996,94.349998,97.339996,94.474335,64416504
2016-02-01,96.470001,96.709999,95.400002,96.430000,93.591125,40943541
2016-02-02,95.419998,96.040001,94.279999,94.480003,91.698532,37357215
2016-02-03,95.000000,96.839996,94.080002,96.349998,93.513474,45964294
2016-02-04,95.860001,97.330002,95.190002,96.599998,93.882797,46471652
2016-02-05,96.519997,96.919998,93.690002,94.019997,91.375359,46418064
2016-02-08,93.129997,95.699997,93.040001,95.010002,92.337524,54021375
2016-02-09,94.290001,95.940002,93.930000,94.989998,92.318077,44331195
2016-02-10,95.919998,96.349998,94.099998,94.269997,91.618324,42343601
2016-02-11,93.790001,94.720001,92.589996,93.699997,91.064354,50074711
2016-02-12,94.190002,94.500000,93.010002,93.989998,91.346207,40351381
2016-02-16,95.019997,96.849998,94.610001,96.639999,93.921677,49057916
2016-02-17,96.669998,98.209999,96.150002,98.120003,95.360031,44863243
2016-02-18,98.839996,98.889999,96.091003,96.260002,93.552361,39020983
2016-02-19,96.000000,96.759903,95.800003,96.040001,93.338547,35374173
2016-02-22,96.309998,96.900002,95.919998,96.879997,94.154930,34280758
2016-02-23,96.400002,96.500000,94.550003,94.690002,92.026520,31942633
2016-02-24,93.980003,96.379997,93.320000,96.099998,93.396866,36255745
2016-02-25,96.050003,96.760002,95.250000,96.760002,94.038307,27582659
2016-02-26,97.199997,98.023697,96.580002,96.910004,94.184082,28991131
2016-02-29,96.860001,98.230003,96.650002,96.690002,93.970253,35216277
2016-03-01,97.650002,100.769997,97.419998,100.529999,97.702232,50407147
2016-03-02,100.510002,100.889999,99.639999,100.750000,97.916061,33169560
2016-03-03,100.580002,101.709900,100.449997,101.500000,98.644974,36955742
2016-03-04,102.370003,103.750000,101.370003,103.010002,100.112503,46055100
2016-03-07,102.389999,102.830002,100.959999,101.870003,99.004555,35915810
2016-03-08,100.779999,101.760002,100.400002,101.029999,98.188179,31561889
2016-03-09,101.309998,101.580002,100.269997,101.120003,98.275665,27201683
2016-03-10,101.410004,102.239998,100.150002,101.169998,98.324234,33513577
2016-03-11,102.239998,102.279999,101.500000,102.260002,99.383591,27408237
2016-03-14,101.910004,102.910004,101.779999,102.519997,99.636276,25076062
2016-03-15,103.959999,105.180000,103.849998,104.580002,101.638344,40067734
2016-03-16,104.610001,106.309998,104.589996,105.970001,102.989227,38303493
2016-03-17,105.519997,106.470001,104.959999,105.800003,102.823997,34420705
2016-03-18,106.339996,106.500000,105.190002,105.919998,102.940628,44205171
2016-03-21,105.930000,107.650002,105.140099,105.910004,102.930923,35502678
2016-03-22,105.250000,107.290001,105.209999,106.720001,103.718147,32444375
2016-03-23,106.480003,107.070000,105.900002,106.129997,103.144722,25703495
2016-03-24,105.470001,106.250000,104.889999,105.669998,102.697670,26132955
2016-03-28,106.000000,106.190002,105.059998,105.190002,102.231163,19411372
2016-03-29,104.889999,107.790001,104.879997,107.680000,104.651138,31190083
2016-03-30,108.650002,110.419998,108.599998,109.559998,106.478256,45601149
2016-03-31,109.720001,109.900002,108.879997,108.989998,105.924286,25888449
2016-04-01,108.779999,110.000000,108.199997,109.989998,106.896126,25873950
2016-04-04,110.419998,112.190002,110.269997,111.120003,107.994370,37356204
2016-04-05,109.510002,110.730003,109.419998,109.809998,106.721191,26578652
2016-04-06,110.230003,110.980003,109.199997,110.959999,107.838867,26404077
2016-04-07,109.949997,110.419998,108.121002,108.540001,105.486931,31801870
2016-04-08,108.910004,109.769997,108.169998,108.660004,105.603546,23581740
2016-04-11,108.970001,110.610001,108.830002,109.019997,105.953445,29407518
2016-04-12,109.339996,110.500000,108.660004,110.440002,107.333511,27232325
2016-04-13,110.800003,112.339996,110.800003,112.040001,108.888504,33257316
2016-04-14,111.620003,112.389999,111.330002,112.099998,108.946785,25473923
2016-04-15,112.110001,112.300003,109.730003,109.849998,106.760078,46938969
2016-04-18,108.889999,108.949997,106.940002,107.480003,104.456772,60821461
2016-04-19,107.879997,108.000000,106.230003,106.910004,103.902809,32384879
2016-04-20,106.639999,108.089996,106.059998,107.129997,104.116608,30611030
2016-04-21,106.930000,106.930000,105.519997,105.970001,102.989227,31552525
2016-04-22,105.010002,106.480003,104.620003,105.680000,102.707390,33683121
2016-04-25,105.000000,105.650002,104.510002,105.080002,102.124275,28031588
2016-04-26,103.910004,105.300003,103.910004,104.349998,101.414818,56016165
2016-04-27,96.000000,98.709999,95.680000,97.820000,95.068489,114602142
2016-04-28,97.610001,97.879997,94.250000,94.830002,92.162582,82242690
2016-04-29,93.989998,94.720001,92.510002,93.739998,91.103249,68531478
2016-05-02,93.964996,94.080002,92.400002,93.639999,91.006050,48160104
2016-05-03,94.199997,95.739998,93.680000,95.180000,92.502739,56831277
2016-05-04,95.199997,95.900002,93.820000,94.190002,91.540596,41025475
2016-05-05,94.000000,94.070000,92.680000,93.239998,90.754601,35890500
2016-05-06,93.370003,93.449997,91.849998,92.720001,90.248474,43699886
2016-05-09,93.000000,93.769997,92.589996,92.790001,90.316597,32936436
2016-05-10,93.330002,93.570000,92.110001,93.419998,90.929802,33686836
2016-05-11,93.480003,93.570000,92.459999,92.510002,90.044075,28719109
2016-05-12,92.720001,92.779999,89.470001,90.339996,87.931900,76314690
2016-05-13,90.000000,91.669998,90.000000,90.519997,88.107101,44392765
2016-05-16,92.389999,94.389999,91.650002,93.879997,91.377563,61259756
2016-05-17,94.550003,94.699997,93.010002,93.489998,90.997932,46916939
2016-05-18,94.160004,95.209999,93.889999,94.559998,92.039406,42062391
2016-05-19,94.639999,94.639999,93.570000,94.199997,91.689018,30442100
2016-05-20,94.639999,95.430000,94.519997,95.220001,92.681847,32025968
2016-05-23,95.870003,97.190002,95.669998,96.430000,93.859566,38018643
2016-05-24,97.220001,98.089996,96.839996,97.900002,95.290390,35140174
2016-05-25,98.669998,99.739998,98.110001,99.620003,96.964546,38642108
2016-05-26,99.680000,100.730003,98.639999,100.410004,97.733459,56331159
2016-05-27,99.440002,100.470001,99.245003,100.349998,97.675102,36341240
2016-05-31,99.599998,100.400002,98.820000,99.860001,97.198135,42307212
2016-06-01,99.019997,99.540001,98.330002,98.459999,95.835449,29173285
2016-06-02,97.599998,97.839996,96.629997,97.720001,95.115173,40191600
2016-06-03,97.790001,98.269997,97.449997,97.919998,95.309845,28504888
2016-06-06,97.989998,101.889999,97.550003,98.629997,96.000938,23292504
2016-06-07,99.250000,99.870003,98.959999,99.029999,96.390259,22409450
2016-06-08,99.019997,99.559998,98.680000,98.940002,96.302673,20848131
2016-06-09,98.500000,99.989998,98.459999,99.650002,96.993744,26601354
2016-06-10,98.529999,99.345703,98.480003,98.830002,96.195618,31712936
2016-06-13,98.690002,99.120003,97.099998,97.339996,94.745316,38020494
2016-06-14,97.320000,98.474998,96.750000,97.459999,94.862114,31931944
2016-06-15,97.820000,98.410004,97.029999,97.139999,94.550667,29445227
2016-06-16,96.449997,97.750000,96.070000,97.550003,94.949722,31326815
2016-06-17,96.620003,96.650002,95.300003,95.330002,92.788910,61008219
2016-06-20,96.000000,96.570000,95.029999,95.099998,92.565025,34411901
2016-06-21,94.940002,96.349998,94.676003,95.910004,93.353432,35546358
2016-06-22,96.250000,96.889999,95.349998,95.550003,93.003021,29219122
2016-06-23,95.940002,96.290001,95.250000,96.099998,93.538368,32240187
2016-06-24,92.910004,94.654999,92.650002,93.400002,90.910339,75311356
2016-06-27,93.000000,93.050003,91.500000,92.040001,89.586601,46622188
2016-06-28,92.900002,93.660004,92.139999,93.589996,91.095261,40444914
2016-06-29,93.970001,94.550003,93.629997,94.400002,91.883682,36531006
2016-06-30,94.440002,95.769997,94.300003,95.599998,93.051689,35836356
2016-07-01,95.489998,96.464996,95.330002,95.889999,93.333969,26026540
2016-07-05,95.389999,95.400002,94.459999,94.989998,92.457954,27705210
2016-07-06,94.599998,95.660004,94.370003,95.529999,92.983574,30949090
2016-07-07,95.699997,96.500000,95.620003,95.940002,93.382637,25139558
2016-07-08,96.489998,96.889999,96.050003,96.680000,94.102913,28912103
2016-07-11,96.750000,97.650002,96.730003,96.980003,94.394936,23794945
2016-07-12,97.169998,97.699997,97.120003,97.419998,94.823189,24167463
2016-07-13,97.410004,97.669998,96.839996,96.870003,94.287857,25892171
2016-07-14,97.389999,98.989998,97.320000,98.790001,96.156654,38918997
2016-07-15,98.919998,99.300003,98.500000,98.779999,96.146927,30136990
